run_date,gate_status,project_root,config,config_schema_version,workbook,workbook_sha256,workbook_as_of,paper_reference,direct_monitoring,steps_per_year,lee_n_paths,lee_replications,rc_a_n_paths,rc_a_replications,base_seed,python,platform,numpy,pandas
2026-08-11T09:56:36.934980,PASS,<original-project-root>,config\core_project_config.json,2.0,Data\Bloomberg_Real_Autocallable_Market_Data_HSBC.xlsx,CD84790399F9CDA5C5B0ED3E95D973216314CA54DD4BDBA6D9D22C399DBD49E6,2026-07-27,"Lee et al. (2024), doi:10.1016/j.najef.2024.102174, Tables 6-8",fine grid; observation dates inserted exactly,252,4096,3,4096,4,20260805,3.13.5,Windows-11-10.0.26200-SP0,2.2.2,3.0.5
