Method,N,Replication,Seed / scramble,Ticker,Metric,Estimate,Analytic,Runtime seconds,Error,Relative error
MC,1024,12,21260740,SPX Index,gamma,0.0003623029910963504,0.0002810396349131103,0.0032756999717094004,8.126335618324011e-05,0.28915265353360037
MC,1024,12,21260740,NDX Index,price,3313.5095915452503,3367.4914742178444,0.0032756999717094004,-53.98188267259411,-0.016030295276436384
MC,1024,12,21260740,NDX Index,delta,0.5712802901328798,0.6016489211760171,0.0032756999717094004,-0.03036863104313725,-0.05047566774287071
MC,1024,12,21260740,NDX Index,vega,10795.912476187947,10732.284898910899,0.0032756999717094004,63.62757727704775,0.005928614258414311
MC,1024,12,21260740,NDX Index,gamma,6.381639054163725e-05,5.2107169399970926e-05,0.0032756999717094004,1.1709221141666325e-05,0.224714204906952
MC,1024,12,21260740,RTY Index,price,273.52153163565976,292.88192219894063,0.0032756999717094004,-19.360390563280873,-0.0661030575664219
MC,1024,12,21260740,RTY Index,delta,0.5569104309093772,0.5854387475048874,0.0032756999717094004,-0.02852831659551025,-0.048729806008052254
MC,1024,12,21260740,RTY Index,vega,1041.7318454057909,1128.2462808147527,0.0032756999717094004,-86.51443540896184,-0.07668045255729648
MC,1024,12,21260740,RTY Index,gamma,0.0006455074747609291,0.0005906533709811822,0.0032756999717094004,5.4854103779746854e-05,0.09287021199696914
MC,1024,13,21260741,SPX Index,price,624.565192366763,644.2866661564472,0.003568399988580495,-19.721473789684183,-0.030609781058072324
MC,1024,13,21260741,SPX Index,delta,0.5884258256360227,0.5951256241492728,0.003568399988580495,-0.006699798513250088,-0.011257788677520641
MC,1024,13,21260741,SPX Index,vega,2703.274776814009,2829.6360448038345,0.003568399988580495,-126.36126798982559,-0.044656367811636934
MC,1024,13,21260741,SPX Index,gamma,0.00031465596880693035,0.0002810396349131103,0.003568399988580495,3.3616333893820075e-05,0.11961420994662664
MC,1024,13,21260741,NDX Index,price,3207.730219329909,3367.4914742178444,0.003568399988580495,-159.7612548879356,-0.04744221510614004
MC,1024,13,21260741,NDX Index,delta,0.586126371569033,0.6016489211760171,0.003568399988580495,-0.01552254960698407,-0.025800012367084138
MC,1024,13,21260741,NDX Index,vega,10100.302125611235,10732.284898910899,0.003568399988580495,-631.9827732996637,-0.058886134616478236
MC,1024,13,21260741,NDX Index,gamma,5.981324226945921e-05,5.2107169399970926e-05,0.003568399988580495,7.706072869488286e-06,0.14788891736446128
MC,1024,13,21260741,RTY Index,price,279.16439801471125,292.88192219894063,0.003568399988580495,-13.717524184229376,-0.0468363635462339
MC,1024,13,21260741,RTY Index,delta,0.578659207038828,0.5854387475048874,0.003568399988580495,-0.006779540466059442,-0.011580272906351904
MC,1024,13,21260741,RTY Index,vega,1051.1417025638311,1128.2462808147527,0.003568399988580495,-77.10457825092158,-0.06834020156950237
MC,1024,13,21260741,RTY Index,gamma,0.0008702342305064407,0.0005906533709811822,0.003568399988580495,0.00027958085952525845,0.4733416810282891
MC,1024,14,21260742,SPX Index,price,621.5305239898129,644.2866661564472,0.0029931000317446887,-22.756142166634277,-0.035319902400569904
MC,1024,14,21260742,SPX Index,delta,0.5781301954229902,0.5951256241492728,0.0029931000317446887,-0.01699542872628268,-0.02855771628146159
MC,1024,14,21260742,SPX Index,vega,2717.1790530088383,2829.6360448038345,0.0029931000317446887,-112.45699179499616,-0.039742564066324045
MC,1024,14,21260742,SPX Index,gamma,0.00022481715706499497,0.0002810396349131103,0.0029931000317446887,-5.62224778481153e-05,-0.20005177513661995
MC,1024,14,21260742,NDX Index,price,3282.895453498461,3367.4914742178444,0.0029931000317446887,-84.59602071938343,-0.025121376361920043
MC,1024,14,21260742,NDX Index,delta,0.5948470667842028,0.6016489211760171,0.0029931000317446887,-0.006801854391814244,-0.011305354588717542
MC,1024,14,21260742,NDX Index,vega,10365.19349748483,10732.284898910899,0.0029931000317446887,-367.09140142606884,-0.03420440333850259
MC,1024,14,21260742,NDX Index,gamma,4.779523555780024e-05,5.2107169399970926e-05,0.0029931000317446887,-4.3119338421706855e-06,-0.0827512584510701
MC,1024,14,21260742,RTY Index,price,280.9569639147009,292.88192219894063,0.0029931000317446887,-11.924958284239722,-0.04071592467950162
MC,1024,14,21260742,RTY Index,delta,0.5933032553738343,0.5854387475048874,0.0029931000317446887,0.00786450786894688,0.0134335281059975
MC,1024,14,21260742,RTY Index,vega,1054.2558398427384,1128.2462808147527,0.0029931000317446887,-73.99044097201431,-0.06558004420682229
MC,1024,14,21260742,RTY Index,gamma,0.0005155931361334002,0.0005906533709811822,0.0029931000317446887,-7.506023484778201e-05,-0.12708000755687446
MC,1024,15,21260743,SPX Index,price,613.5377781672867,644.2866661564472,0.003449800016824156,-30.748887989160494,-0.0477254762582561
MC,1024,15,21260743,SPX Index,delta,0.5782972075650757,0.5951256241492728,0.003449800016824156,-0.016828416584197092,-0.0282770828566711
MC,1024,15,21260743,SPX Index,vega,2660.5050184416928,2829.6360448038345,0.003449800016824156,-169.1310263621417,-0.05977130050796578
MC,1024,15,21260743,SPX Index,gamma,0.0003735608811295733,0.0002810396349131103,0.003449800016824156,9.252124621646305e-05,0.3292106689686957
MC,1024,15,21260743,NDX Index,price,3347.1416663822206,3367.4914742178444,0.003449800016824156,-20.34980783562378,-0.006043016884059182
MC,1024,15,21260743,NDX Index,delta,0.6018305222309005,0.6016489211760171,0.003449800016824156,0.00018160105488340683,0.00030183891052017365
MC,1024,15,21260743,NDX Index,vega,10648.07468851376,10732.284898910899,0.003449800016824156,-84.21021039713924,-0.007846438217987
MC,1024,15,21260743,NDX Index,gamma,4.851474191824911e-05,5.2107169399970926e-05,0.003449800016824156,-3.5924274817218167e-06,-0.06894305568868266
MC,1024,15,21260743,RTY Index,price,277.01481893186275,292.88192219894063,0.003449800016824156,-15.86710326707788,-0.05417576867820513
MC,1024,15,21260743,RTY Index,delta,0.5769857367301011,0.5854387475048874,0.003449800016824156,-0.00845301077478633,-0.014438762058050763
MC,1024,15,21260743,RTY Index,vega,1045.2062420297134,1128.2462808147527,0.003449800016824156,-83.04003878503931,-0.07360098605871114
MC,1024,15,21260743,RTY Index,gamma,0.0005953760131633308,0.0005906533709811822,0.003449800016824156,4.722642182148577e-06,0.007995623853468258
MC,4096,0,21460728,SPX Index,price,641.1748064422827,644.2866661564472,0.012585400021634996,-3.1118597141644386,-0.004829930336333873
