scenario_id,regime_family,regime_level,contract_id,method,n_paths,replication,seed,random_input_seconds,runtime_engine_seconds,runtime_total_seconds,risk_free_rate,volatility_1,volatility_2,volatility_3,correlation_12,correlation_13,correlation_23,ki_barrier_ratio,initial_spot_ratio_1,initial_spot_ratio_2,initial_spot_ratio_3,direct_steps_per_year,inner_paths,bridge_substeps,bessel_terms,backend,total_value,fair_coupon,coupon_value,early_redemption_principal,surviving_notional,terminal_ki_loss,continuous_ki_survival_probability,component_identity_error,probability_mass_error,fair_coupon_residual
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,0,2563811753,0.49275939998915419,61.752238899993245,62.244998299982399,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.34010770556516,0.096805297989117162,6.2051291458454658,82.910176225965429,13.801434308639919,-3.5766319748856468,0.84483536609031384,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,1,470244214,0.48558600002434105,59.042337400023825,59.527923400048167,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.326990795571461,0.09699258418749486,6.203611600840401,82.875750726044373,13.835485054594185,-3.5878565859075064,0.84452706155733459,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,2,3724086719,0.68928340001730248,62.101785799954087,62.791069199971389,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.33226189154648,0.09691693641799777,6.2044684063084414,82.858535900581714,13.852685946880364,-3.5834283622240255,0.84477910991953331,-1.4210854715202004e-14,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,3,834644174,0.53903980000177398,59.808089300000574,60.347129100002348,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.336486723412349,0.096849721283141399,6.2095339468677997,82.871886119883413,13.838293363538872,-3.583226706877725,0.84451142771630017,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,4,550406751,0.54641309997532517,63.457416200020816,64.003829299996141,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.323678281869945,0.097035786145879294,6.2059015828445636,82.867375945424058,13.841803749719723,-3.59140299611839,0.84434146437640811,-1.4210854715202004e-14,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,5,2974918436,0.76479579997248948,61.759420900023542,62.524216699996032,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.333874039818625,0.096896542632586569,6.2029220528131779,82.906655065096288,13.804593656202687,-3.5802967342935199,0.84462546037862374,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,6,3566429347,0.49516829999629408,55.190880100009963,55.686048400006257,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.343982487112839,0.096744186827015785,6.2094734184592877,82.919489912067576,13.791254188715444,-3.5762350321294631,0.84491772717238656,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,7,4257757178,0.46931369998492301,57.721122300019488,58.190436000004411,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.34254657701247,0.096769129965656772,6.2063186862794888,82.893737693704338,13.817231046453754,-3.5747408494251172,0.84485578358548652,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,8,1778384971,0.55522100004600361,66.571437499951571,67.126658499997575,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.335783001220079,0.096869466201605914,6.2030201233108695,82.916136513740824,13.796519767986721,-3.5798934038183376,0.8447384130438349,0,0,0
baseline_rc_a,baseline,asymmetric_hsbc_informed,RC-A,M3,262144,9,2467961575,0.75268109998432919,69.058898199989926,69.811579299974255,0.041397500000000004,0.18321200000000001,0.26197700000000002,0.21978899999999998,0.93101527022332164,0.82546019107334301,0.73380477788963194,0.75,1.1124202994893466,1.1297955713505747,1.2022133022425416,,64,8,12,gpu-hybrid,99.35077004171977,0.096656451893986597,6.2041085354063377,82.945094106780857,13.767734601303733,-3.5661672017711497,0.84514774650870295,0,0,0
