n_paths,direct_rqmc_vrf,conditioned_rqmc_vrf,conditioning_vrf_mc,conditioning_vrf_rqmc,interaction_ratio,supports_complementarity
1024,1.2738601383343258,3.498198984896261,0.5830669480091328,1.6011837911178852,2.746140553130453,True
4096,7.1918500027873264,13.708091601312592,1.3449865963776502,2.563624026994003,1.9060591636365862,True
16384,4.30588869784965,4.0920097093632775,1.020007695164883,0.9693426108121154,0.950328723407741,False
65536,2.990968176666708,7.30056918862185,3.052143372845672,7.449889985752422,2.4408715698065326,True
