terminal draws,eligible endpoints x < b,q3 bound violations,"p3 [0,1] violations",minimum raw p3,maximum raw p3,maximum q3 minus min h
50000,24059,0,0,0.001361285024718252,0.9828469579419638,-1.8229629591793336e-05
