model key,maturity,barriers,sigma,correlation,training mu,training steps,preprocessing,candidate n,x1 lower,x1 upper,x2 lower,x2 upper,x3 lower,x3 upper,out-of-domain action
FE6840429E11DF9C36407FFE7D66026588A765BB449D5E132277E49629D21B45,0.5,"[0.1, 0.1, 0.1]","[0.2, 0.2, 0.2]","[[1.0, 0.4, 0.4], [0.4, 1.0, 0.4], [0.4, 0.4, 1.0]]","[0.03, 0.03, 0.03]",25,standardised,100000,-0.4245301705511951,0.4511798316749158,-0.4230636341727899,0.45142161241363554,-0.41808467024718177,0.45559324677927276,fresh nested reference or validated in-domain lookup
