estimator,replication,asset,asset_index,active_asset,bump,bump_label,greek,estimate_reported
AC-raw-MC,9,asset_3,3,True,0.001,0.10% spot,Gamma,24.408525149140562
AC-raw-MC,9,asset_3,3,True,0.0025,0.25% spot,Delta,13.22942063083441
AC-raw-MC,9,asset_3,3,True,0.0025,0.25% spot,Gamma,-1.9526820119314148
AC-raw-MC,9,asset_3,3,True,0.005,0.50% spot,Delta,14.108127536203495
AC-raw-MC,9,asset_3,3,True,0.005,0.50% spot,Gamma,-2.9290230178969376
AC-raw-MC,9,asset_3,3,True,0.01,1.00% spot,Delta,13.09517374251414
AC-raw-MC,9,asset_3,3,True,0.01,1.00% spot,Gamma,-4.613211253187656
AC-raw-MC,10,asset_1,1,False,0.001,0.10% spot,Delta,1.5865541346941823
AC-raw-MC,10,asset_1,1,False,0.001,0.10% spot,Gamma,-2.440852514914127
AC-raw-MC,10,asset_1,1,False,0.0025,0.25% spot,Delta,1.6597797101416063
AC-raw-MC,10,asset_1,1,False,0.0025,0.25% spot,Gamma,-8.591800852497727
AC-raw-MC,10,asset_1,1,False,0.005,0.50% spot,Delta,1.9770905370804286
AC-raw-MC,10,asset_1,1,False,0.005,0.50% spot,Gamma,-6.541484739969804
AC-raw-MC,10,asset_1,1,False,0.01,1.00% spot,Delta,3.7467086103931457
AC-raw-MC,10,asset_1,1,False,0.01,1.00% spot,Gamma,-7.151697868698315
AC-raw-MC,10,asset_2,2,False,0.001,0.10% spot,Delta,8.176855924962254
AC-raw-MC,10,asset_2,2,False,0.001,0.10% spot,Gamma,-12.204262574572052
AC-raw-MC,10,asset_2,2,False,0.0025,0.25% spot,Delta,7.859545098023403
AC-raw-MC,10,asset_2,2,False,0.0025,0.25% spot,Gamma,-5.858046035794131
AC-raw-MC,10,asset_2,2,False,0.005,0.50% spot,Delta,7.200514918996588
AC-raw-MC,10,asset_2,2,False,0.005,0.50% spot,Gamma,-4.198266325652297
AC-raw-MC,10,asset_2,2,False,0.01,1.00% spot,Delta,7.334761807316866
AC-raw-MC,10,asset_2,2,False,0.01,1.00% spot,Gamma,-4.613211253187656
AC-raw-MC,10,asset_3,3,True,0.001,0.10% spot,Delta,11.960177323079115
AC-raw-MC,10,asset_3,3,True,0.001,0.10% spot,Gamma,-34.171935208798494
AC-raw-MC,10,asset_3,3,True,0.0025,0.25% spot,Delta,13.180603580536129
AC-raw-MC,10,asset_3,3,True,0.0025,0.25% spot,Gamma,-11.716092071587921
AC-raw-MC,10,asset_3,3,True,0.005,0.50% spot,Delta,12.91210980389558
AC-raw-MC,10,asset_3,3,True,0.005,0.50% spot,Gamma,-7.1272893435492195
AC-raw-MC,10,asset_3,3,True,0.01,1.00% spot,Delta,12.228671099719634
AC-raw-MC,10,asset_3,3,True,0.01,1.00% spot,Gamma,-5.46750963340759
AC-raw-MC,11,asset_1,1,False,0.001,0.10% spot,Delta,1.7085967604398886
AC-raw-MC,11,asset_1,1,False,0.001,0.10% spot,Gamma,-9.763410059656508
