scenario,method,replication,asset,asset_index,bump,bump_label,active_asset,runtime_seconds,pricing_seed,bridge_bank_seed,greek,estimate_raw,estimate_reported,reported_unit
near-KI,M0,3,parallel,0,0.01,1.00 parallel vol points,False,0.12573969998629764,3029087189,242366888,Parallel Vega,-66.95096107054184,-0.6695096107054184,PV per 1 parallel volatility point
near-KI,M3,0,asset_1,1,0.001,0.10% spot,True,1.1064484000089578,2847378271,3586461459,Delta,91.01400099610248,0.696257107620184,PV per 1% relative spot move
near-KI,M3,0,asset_1,1,0.001,0.10% spot,True,1.1064484000089578,2847378271,3586461459,Gamma,-6633.611291626768,-0.3882155168142276,PV per squared 1% relative spot move
near-KI,M3,0,asset_1,1,0.0025,0.25% spot,True,1.04352290002862,2847378271,3586461459,Delta,112.44706121728727,0.8602200183122477,PV per 1% relative spot move
near-KI,M3,0,asset_1,1,0.0025,0.25% spot,True,1.04352290002862,2847378271,3586461459,Gamma,-7326.8903849821545,-0.42878794255511815,PV per squared 1% relative spot move
near-KI,M3,0,asset_1,1,0.005,0.50% spot,True,1.0956884000333957,2847378271,3586461459,Delta,110.52226410219617,0.8454953203818008,PV per 1% relative spot move
near-KI,M3,0,asset_1,1,0.005,0.50% spot,True,1.0956884000333957,2847378271,3586461459,Gamma,-1889.348396165854,-0.11056939151461619,PV per squared 1% relative spot move
near-KI,M3,0,asset_1,1,0.01,1.00% spot,True,1.1251221999991685,2847378271,3586461459,Delta,104.49995549295159,0.7994246595210797,PV per 1% relative spot move
near-KI,M3,0,asset_1,1,0.01,1.00% spot,True,1.1251221999991685,2847378271,3586461459,Gamma,-147.90669960210784,-0.008655869827464356,PV per squared 1% relative spot move
near-KI,M3,0,asset_2,2,0.001,0.10% spot,False,1.0163018999737687,2847378271,3586461459,Delta,6.331397643180026,0.06331397643180026,PV per 1% relative spot move
near-KI,M3,0,asset_2,2,0.001,0.10% spot,False,1.0163018999737687,2847378271,3586461459,Gamma,3792.6843393165655,0.37926843393165655,PV per squared 1% relative spot move
near-KI,M3,0,asset_2,2,0.0025,0.25% spot,False,1.067121899977792,2847378271,3586461459,Delta,5.102819647152046,0.05102819647152046,PV per 1% relative spot move
near-KI,M3,0,asset_2,2,0.0025,0.25% spot,False,1.067121899977792,2847378271,3586461459,Gamma,502.9681024097954,0.05029681024097954,PV per squared 1% relative spot move
near-KI,M3,0,asset_2,2,0.005,0.50% spot,False,1.0505561000318266,2847378271,3586461459,Delta,4.723232432883151,0.04723232432883151,PV per 1% relative spot move
near-KI,M3,0,asset_2,2,0.005,0.50% spot,False,1.0505561000318266,2847378271,3586461459,Gamma,69.83365819905885,0.0069833658199058846,PV per squared 1% relative spot move
near-KI,M3,0,asset_2,2,0.01,1.00% spot,False,1.150287099997513,2847378271,3586461459,Delta,4.760058024388059,0.047600580243880586,PV per 1% relative spot move
near-KI,M3,0,asset_2,2,0.01,1.00% spot,False,1.150287099997513,2847378271,3586461459,Gamma,-56.43378719497605,-0.005643378719497605,PV per squared 1% relative spot move
near-KI,M3,0,asset_3,3,0.001,0.10% spot,False,1.0310465000220574,2847378271,3586461459,Delta,4.1710662693859035,0.041710662693859035,PV per 1% relative spot move
near-KI,M3,0,asset_3,3,0.001,0.10% spot,False,1.0310465000220574,2847378271,3586461459,Gamma,-43.453810079086,-0.0043453810079086,PV per squared 1% relative spot move
near-KI,M3,0,asset_3,3,0.0025,0.25% spot,False,1.0284542999579571,2847378271,3586461459,Delta,4.185096445323211,0.04185096445323211,PV per 1% relative spot move
near-KI,M3,0,asset_3,3,0.0025,0.25% spot,False,1.0284542999579571,2847378271,3586461459,Gamma,-126.3540580089284,-0.01263540580089284,PV per squared 1% relative spot move
near-KI,M3,0,asset_3,3,0.005,0.50% spot,False,1.024139799992554,2847378271,3586461459,Delta,4.18295089434082,0.0418295089434082,PV per 1% relative spot move
near-KI,M3,0,asset_3,3,0.005,0.50% spot,False,1.024139799992554,2847378271,3586461459,Gamma,-83.98931750434713,-0.008398931750434713,PV per squared 1% relative spot move
near-KI,M3,0,asset_3,3,0.01,1.00% spot,False,1.0864911999669857,2847378271,3586461459,Delta,4.501246381294521,0.045012463812945214,PV per 1% relative spot move
near-KI,M3,0,asset_3,3,0.01,1.00% spot,False,1.0864911999669857,2847378271,3586461459,Gamma,16.084462143481915,0.0016084462143481915,PV per squared 1% relative spot move
near-KI,M3,0,parallel,0,0.001,0.10% parallel spot,False,1.0458497999352403,2847378271,3586461459,Parallel Gamma,247.16603827812378,0.024716603827812378,PV per squared 1% parallel relative spot move
near-KI,M3,0,parallel,0,0.0025,0.25% parallel spot,False,1.0714487999211997,2847378271,3586461459,Parallel Gamma,-3443.897067720627,-0.3443897067720627,PV per squared 1% parallel relative spot move
near-KI,M3,0,parallel,0,0.005,0.50% parallel spot,False,1.075621800031513,2847378271,3586461459,Parallel Gamma,-797.0743137923364,-0.07970743137923364,PV per squared 1% parallel relative spot move
near-KI,M3,0,parallel,0,0.01,1.00% parallel spot,False,1.079408399935346,2847378271,3586461459,Parallel Gamma,186.60596297976895,0.018660596297976895,PV per squared 1% parallel relative spot move
near-KI,M3,0,asset_1,1,0.0025,0.25 vol points,True,1.1334827999817207,2847378271,3586461459,Vega,-43.5104050888242,-0.435104050888242,PV per 1 volatility point
near-KI,M3,0,asset_1,1,0.005,0.50 vol points,True,1.1860361999715678,2847378271,3586461459,Vega,-45.774122225773795,-0.45774122225773795,PV per 1 volatility point
near-KI,M3,0,asset_1,1,0.01,1.00 vol points,True,1.223429000005126,2847378271,3586461459,Vega,-43.05367800368032,-0.4305367800368032,PV per 1 volatility point
near-KI,M3,0,asset_2,2,0.0025,0.25 vol points,False,1.2011054000467993,2847378271,3586461459,Vega,-11.54324881241564,-0.11543248812415641,PV per 1 volatility point
near-KI,M3,0,asset_2,2,0.005,0.50 vol points,False,1.0967226999928243,2847378271,3586461459,Vega,-11.157242553640856,-0.11157242553640856,PV per 1 volatility point
near-KI,M3,0,asset_2,2,0.01,1.00 vol points,False,1.063623900001403,2847378271,3586461459,Vega,-11.222600979412078,-0.11222600979412078,PV per 1 volatility point
near-KI,M3,0,asset_3,3,0.0025,0.25 vol points,False,1.009468000032939,2847378271,3586461459,Vega,-8.034258485281498,-0.08034258485281498,PV per 1 volatility point
near-KI,M3,0,asset_3,3,0.005,0.50 vol points,False,1.0004024999798276,2847378271,3586461459,Vega,-9.243533929101488,-0.09243533929101488,PV per 1 volatility point
near-KI,M3,0,asset_3,3,0.01,1.00 vol points,False,0.9943385999067686,2847378271,3586461459,Vega,-9.048352304354523,-0.09048352304354523,PV per 1 volatility point
near-KI,M3,0,parallel,0,0.0025,0.25 parallel vol points,False,0.9898996000410989,2847378271,3586461459,Parallel Vega,-63.14743234385958,-0.6314743234385958,PV per 1 parallel volatility point
near-KI,M3,0,parallel,0,0.005,0.50 parallel vol points,False,1.0268703000620008,2847378271,3586461459,Parallel Vega,-66.5191281763768,-0.665191281763768,PV per 1 parallel volatility point
near-KI,M3,0,parallel,0,0.01,1.00 parallel vol points,False,1.0294781000120565,2847378271,3586461459,Parallel Vega,-63.4076217543857,-0.634076217543857,PV per 1 parallel volatility point
near-KI,M3,1,asset_1,1,0.001,0.10% spot,True,1.0061685999971814,4179773495,3586461459,Delta,74.65942867389573,0.5711446293553023,PV per 1% relative spot move
near-KI,M3,1,asset_1,1,0.001,0.10% spot,True,1.0061685999971814,4179773495,3586461459,Gamma,13997.620882865134,0.819175768117475,PV per squared 1% relative spot move
near-KI,M3,1,asset_1,1,0.0025,0.25% spot,True,0.9914613000000827,4179773495,3586461459,Delta,81.2941255411956,0.6219000603901463,PV per 1% relative spot move
near-KI,M3,1,asset_1,1,0.0025,0.25% spot,True,0.9914613000000827,4179773495,3586461459,Gamma,-11520.472575596019,-0.674206856305318,PV per squared 1% relative spot move
near-KI,M3,1,asset_1,1,0.005,0.50% spot,True,1.0044783999910578,4179773495,3586461459,Delta,84.2828542832568,0.6447638352669145,PV per 1% relative spot move
near-KI,M3,1,asset_1,1,0.005,0.50% spot,True,1.0044783999910578,4179773495,3586461459,Gamma,-5735.186800187678,-0.3356374695139834,PV per squared 1% relative spot move
near-KI,M3,1,asset_1,1,0.01,1.00% spot,True,0.985086600005161,4179773495,3586461459,Delta,85.94840669461671,0.6575053112138178,PV per 1% relative spot move
near-KI,M3,1,asset_1,1,0.01,1.00% spot,True,0.985086600005161,4179773495,3586461459,Gamma,-2903.304266643843,-0.1699086239446643,PV per squared 1% relative spot move
near-KI,M3,1,asset_2,2,0.001,0.10% spot,False,0.9888498000218533,4179773495,3586461459,Delta,2.436397327898021,0.02436397327898021,PV per 1% relative spot move
near-KI,M3,1,asset_2,2,0.001,0.10% spot,False,0.9888498000218533,4179773495,3586461459,Gamma,-0.2940914214377699,-2.940914214377699e-05,PV per squared 1% relative spot move
near-KI,M3,1,asset_2,2,0.0025,0.25% spot,False,0.9948463999899104,4179773495,3586461459,Delta,2.4364323539543875,0.024364323539543875,PV per 1% relative spot move
near-KI,M3,1,asset_2,2,0.0025,0.25% spot,False,0.9948463999899104,4179773495,3586461459,Gamma,-0.3014606045326218,-3.014606045326218e-05,PV per squared 1% relative spot move
near-KI,M3,1,asset_2,2,0.005,0.50% spot,False,1.0054140000138432,4179773495,3586461459,Delta,3.1909751845773826,0.031909751845773826,PV per 1% relative spot move
near-KI,M3,1,asset_2,2,0.005,0.50% spot,False,1.0054140000138432,4179773495,3586461459,Gamma,298.19807483818295,0.029819807483818295,PV per squared 1% relative spot move
near-KI,M3,1,asset_2,2,0.01,1.00% spot,False,1.0217699999921024,4179773495,3586461459,Delta,2.843951268317113,0.02843951268317113,PV per 1% relative spot move
near-KI,M3,1,asset_2,2,0.01,1.00% spot,False,1.0217699999921024,4179773495,3586461459,Gamma,49.46709167839458,0.004946709167839458,PV per squared 1% relative spot move
near-KI,M3,1,asset_3,3,0.001,0.10% spot,False,1.0073277999763377,4179773495,3586461459,Delta,3.658701727566438,0.03658701727566438,PV per 1% relative spot move
near-KI,M3,1,asset_3,3,0.001,0.10% spot,False,1.0073277999763377,4179773495,3586461459,Gamma,-345.6143326303618,-0.03456143326303618,PV per squared 1% relative spot move
near-KI,M3,1,asset_3,3,0.0025,0.25% spot,False,1.0017742000054568,4179773495,3586461459,Delta,3.710954508366626,0.03710954508366626,PV per 1% relative spot move
near-KI,M3,1,asset_3,3,0.0025,0.25% spot,False,1.0017742000054568,4179773495,3586461459,Gamma,-239.94044442360973,-0.023994044442360973,PV per squared 1% relative spot move
near-KI,M3,1,asset_3,3,0.005,0.50% spot,False,1.314007400011178,4179773495,3586461459,Delta,4.721585336211831,0.04721585336211831,PV per 1% relative spot move
near-KI,M3,1,asset_3,3,0.005,0.50% spot,False,1.314007400011178,4179773495,3586461459,Gamma,405.60470942239135,0.040560470942239135,PV per squared 1% relative spot move
near-KI,M3,1,asset_3,3,0.01,1.00% spot,False,1.3350520000094548,4179773495,3586461459,Delta,4.984706541642936,0.04984706541642936,PV per 1% relative spot move
near-KI,M3,1,asset_3,3,0.01,1.00% spot,False,1.3350520000094548,4179773495,3586461459,Gamma,-38.99626950982338,-0.003899626950982338,PV per squared 1% relative spot move
near-KI,M3,1,parallel,0,0.001,0.10% parallel spot,False,1.3200237000128254,4179773495,3586461459,Parallel Gamma,8529.791482672523,0.8529791482672523,PV per squared 1% parallel relative spot move
near-KI,M3,1,parallel,0,0.0025,0.25% parallel spot,False,1.299544200010132,4179773495,3586461459,Parallel Gamma,-6509.652755660227,-0.6509652755660227,PV per squared 1% parallel relative spot move
near-KI,M3,1,parallel,0,0.005,0.50% parallel spot,False,1.3006647999864072,4179773495,3586461459,Parallel Gamma,-2317.6644019179093,-0.23176644019179093,PV per squared 1% parallel relative spot move
near-KI,M3,1,parallel,0,0.01,1.00% parallel spot,False,1.3039694000035524,4179773495,3586461459,Parallel Gamma,-1433.2115411311008,-0.14332115411311008,PV per squared 1% parallel relative spot move
near-KI,M3,1,asset_1,1,0.0025,0.25 vol points,True,1.2489359000464901,4179773495,3586461459,Vega,-33.56738341731216,-0.3356738341731216,PV per 1 volatility point
near-KI,M3,1,asset_1,1,0.005,0.50 vol points,True,1.3108762000338174,4179773495,3586461459,Vega,-35.00964344262201,-0.35009643442622007,PV per 1 volatility point
near-KI,M3,1,asset_1,1,0.01,1.00 vol points,True,1.3248693999485113,4179773495,3586461459,Vega,-36.846078094192336,-0.36846078094192336,PV per 1 volatility point
near-KI,M3,1,asset_2,2,0.0025,0.25 vol points,False,1.2758033000282012,4179773495,3586461459,Vega,-7.8615572595339245,-0.07861557259533924,PV per 1 volatility point
near-KI,M3,1,asset_2,2,0.005,0.50 vol points,False,1.3153990999562666,4179773495,3586461459,Vega,-7.148522891037601,-0.07148522891037601,PV per 1 volatility point
near-KI,M3,1,asset_2,2,0.01,1.00 vol points,False,1.3127360999933444,4179773495,3586461459,Vega,-6.94245234003219,-0.0694245234003219,PV per 1 volatility point
near-KI,M3,1,asset_3,3,0.0025,0.25 vol points,False,1.385232599976007,4179773495,3586461459,Vega,-8.225474899430196,-0.08225474899430196,PV per 1 volatility point
near-KI,M3,1,asset_3,3,0.005,0.50 vol points,False,1.3126008000108413,4179773495,3586461459,Vega,-10.467967398498956,-0.10467967398498956,PV per 1 volatility point
near-KI,M3,1,asset_3,3,0.01,1.00 vol points,False,1.3820093999966048,4179773495,3586461459,Vega,-9.399855778343635,-0.09399855778343635,PV per 1 volatility point
near-KI,M3,1,parallel,0,0.0025,0.25 parallel vol points,False,1.3285443999920972,4179773495,3586461459,Parallel Vega,-49.69640378936333,-0.4969640378936333,PV per 1 parallel volatility point
near-KI,M3,1,parallel,0,0.005,0.50 parallel vol points,False,1.2996786999865435,4179773495,3586461459,Parallel Vega,-52.66861066548927,-0.5266861066548927,PV per 1 parallel volatility point
near-KI,M3,1,parallel,0,0.01,1.00 parallel vol points,False,1.2526910999440588,4179773495,3586461459,Parallel Vega,-53.252075764910956,-0.5325207576491096,PV per 1 parallel volatility point
near-KI,M3,2,asset_1,1,0.001,0.10% spot,True,1.2707848999998532,463206692,3586461459,Delta,126.92115837651933,0.9709468615803729,PV per 1% relative spot move
near-KI,M3,2,asset_1,1,0.001,0.10% spot,True,1.2707848999998532,463206692,3586461459,Gamma,-93022.52157369751,-5.443910518796712,PV per squared 1% relative spot move
near-KI,M3,2,asset_1,1,0.0025,0.25% spot,True,1.2803645000094548,463206692,3586461459,Delta,111.60008849181177,0.8537406769623601,PV per 1% relative spot move
near-KI,M3,2,asset_1,1,0.0025,0.25% spot,True,1.2803645000094548,463206692,3586461459,Gamma,-14861.61633342408,-0.8697389418728106,PV per squared 1% relative spot move
near-KI,M3,2,asset_1,1,0.005,0.50% spot,True,1.2934997000265867,463206692,3586461459,Delta,98.13971057033635,0.750768785863073,PV per 1% relative spot move
near-KI,M3,2,asset_1,1,0.005,0.50% spot,True,1.2934997000265867,463206692,3586461459,Gamma,-5326.858802523833,-0.311741094270701,PV per squared 1% relative spot move
near-KI,M3,2,asset_1,1,0.01,1.00% spot,True,1.2332820000010543,463206692,3586461459,Delta,96.25669129838519,0.7363636884326468,PV per 1% relative spot move
near-KI,M3,2,asset_1,1,0.01,1.00% spot,True,1.2332820000010543,463206692,3586461459,Gamma,-2920.6638470900343,-0.17092454999132653,PV per squared 1% relative spot move
near-KI,M3,2,asset_2,2,0.001,0.10% spot,False,1.251197199919261,463206692,3586461459,Delta,3.268352670623642,0.03268352670623642,PV per 1% relative spot move
near-KI,M3,2,asset_2,2,0.001,0.10% spot,False,1.251197199919261,463206692,3586461459,Gamma,-0.42412908385358605,-4.2412908385358605e-05,PV per squared 1% relative spot move
near-KI,M3,2,asset_2,2,0.0025,0.25% spot,False,1.2746073000598699,463206692,3586461459,Delta,4.056817296572035,0.04056817296572035,PV per 1% relative spot move
near-KI,M3,2,asset_2,2,0.0025,0.25% spot,False,1.2746073000598699,463206692,3586461459,Gamma,630.2946112691643,0.06302946112691643,PV per squared 1% relative spot move
near-KI,M3,2,asset_2,2,0.005,0.50% spot,False,1.3364327999879606,463206692,3586461459,Delta,3.6672712023388954,0.036672712023388954,PV per 1% relative spot move
near-KI,M3,2,asset_2,2,0.005,0.50% spot,False,1.3364327999879606,463206692,3586461459,Gamma,135.33569893695585,0.013533569893695585,PV per squared 1% relative spot move
near-KI,M3,2,asset_2,2,0.01,1.00% spot,False,1.2816864000051282,463206692,3586461459,Delta,3.830209529512274,0.03830209529512274,PV per 1% relative spot move
near-KI,M3,2,asset_2,2,0.01,1.00% spot,False,1.2816864000051282,463206692,3586461459,Gamma,-70.10738481397993,-0.007010738481397993,PV per squared 1% relative spot move
near-KI,M3,2,asset_3,3,0.001,0.10% spot,False,1.271062699961476,463206692,3586461459,Delta,3.6269253250509337,0.03626925325050934,PV per 1% relative spot move
near-KI,M3,2,asset_3,3,0.001,0.10% spot,False,1.271062699961476,463206692,3586461459,Gamma,-0.278816685295169,-2.78816685295169e-05,PV per squared 1% relative spot move
near-KI,M3,2,asset_3,3,0.0025,0.25% spot,False,1.296564500022214,463206692,3586461459,Delta,3.6350958049041537,0.03635095804904154,PV per 1% relative spot move
near-KI,M3,2,asset_3,3,0.0025,0.25% spot,False,1.296564500022214,463206692,3586461459,Gamma,-6.770653883449995,-0.0006770653883449995,PV per squared 1% relative spot move
near-KI,M3,2,asset_3,3,0.005,0.50% spot,False,1.2788247000426054,463206692,3586461459,Delta,4.048574214638734,0.04048574214638734,PV per 1% relative spot move
near-KI,M3,2,asset_3,3,0.005,0.50% spot,False,1.2788247000426054,463206692,3586461459,Gamma,-196.33608561093752,-0.01963360856109375,PV per squared 1% relative spot move
near-KI,M3,2,asset_3,3,0.01,1.00% spot,False,1.3435611000168137,463206692,3586461459,Delta,3.876895696198801,0.03876895696198801,PV per 1% relative spot move
near-KI,M3,2,asset_3,3,0.01,1.00% spot,False,1.3435611000168137,463206692,3586461459,Gamma,-82.65626741916776,-0.008265626741916776,PV per squared 1% relative spot move
near-KI,M3,2,parallel,0,0.001,0.10% parallel spot,False,1.2637289999402128,463206692,3586461459,Parallel Gamma,-54443.131182438265,-5.4443131182438265,PV per squared 1% parallel relative spot move
near-KI,M3,2,parallel,0,0.0025,0.25% parallel spot,False,1.2650996000156738,463206692,3586461459,Parallel Gamma,-8062.001001489989,-0.8062001001489989,PV per squared 1% parallel relative spot move
near-KI,M3,2,parallel,0,0.005,0.50% parallel spot,False,1.2466558999731205,463206692,3586461459,Parallel Gamma,-3066.8313315868545,-0.30668313315868545,PV per squared 1% parallel relative spot move
near-KI,M3,2,parallel,0,0.01,1.00% parallel spot,False,1.2792915999889374,463206692,3586461459,Parallel Gamma,-1677.4543411055731,-0.1677454341105573,PV per squared 1% parallel relative spot move
near-KI,M3,2,asset_1,1,0.0025,0.25 vol points,True,1.3147526000393555,463206692,3586461459,Vega,-38.90222040409128,-0.3890222040409128,PV per 1 volatility point
near-KI,M3,2,asset_1,1,0.005,0.50 vol points,True,1.3473169000353664,463206692,3586461459,Vega,-36.74660270117158,-0.3674660270117158,PV per 1 volatility point
near-KI,M3,2,asset_1,1,0.01,1.00 vol points,True,1.312800299958326,463206692,3586461459,Vega,-31.112956877132802,-0.311129568771328,PV per 1 volatility point
near-KI,M3,2,asset_2,2,0.0025,0.25 vol points,False,1.2724881999311037,463206692,3586461459,Vega,-9.406047580262111,-0.09406047580262111,PV per 1 volatility point
near-KI,M3,2,asset_2,2,0.005,0.50 vol points,False,1.279297899978701,463206692,3586461459,Vega,-8.950632142243364,-0.08950632142243364,PV per 1 volatility point
near-KI,M3,2,asset_2,2,0.01,1.00 vol points,False,1.294937899976503,463206692,3586461459,Vega,-9.0936058531355,-0.090936058531355,PV per 1 volatility point
near-KI,M3,2,asset_3,3,0.0025,0.25 vol points,False,1.2947323000407778,463206692,3586461459,Vega,-7.827216895984179,-0.07827216895984179,PV per 1 volatility point
near-KI,M3,2,asset_3,3,0.005,0.50 vol points,False,1.3370732999756,463206692,3586461459,Vega,-8.738230354239818,-0.08738230354239818,PV per 1 volatility point
near-KI,M3,2,asset_3,3,0.01,1.00 vol points,False,1.3223301999969408,463206692,3586461459,Vega,-8.485940513675416,-0.08485940513675416,PV per 1 volatility point
near-KI,M3,2,parallel,0,0.0025,0.25 parallel vol points,False,1.3327141999616288,463206692,3586461459,Parallel Vega,-56.13617892127252,-0.5613617892127252,PV per 1 parallel volatility point
near-KI,M3,2,parallel,0,0.005,0.50 parallel vol points,False,1.311217900016345,463206692,3586461459,Parallel Vega,-54.39492363428684,-0.5439492363428684,PV per 1 parallel volatility point
near-KI,M3,2,parallel,0,0.01,1.00 parallel vol points,False,1.3305407000007108,463206692,3586461459,Parallel Vega,-48.4498001511497,-0.484498001511497,PV per 1 parallel volatility point
near-KI,M3,3,asset_1,1,0.001,0.10% spot,True,1.282555199926719,3935672346,3586461459,Delta,146.52030033866498,1.120880297590787,PV per 1% relative spot move
near-KI,M3,3,asset_1,1,0.001,0.10% spot,True,1.282555199926719,3935672346,3586461459,Gamma,-63722.07377713533,-3.729175062622402,PV per squared 1% relative spot move
near-KI,M3,3,asset_1,1,0.0025,0.25% spot,True,1.2557957000099123,3935672346,3586461459,Delta,124.33538341833527,0.9511656831502648,PV per 1% relative spot move
near-KI,M3,3,asset_1,1,0.0025,0.25% spot,True,1.2557957000099123,3935672346,3586461459,Gamma,-3421.5305318252326,-0.2002365205487422,PV per squared 1% relative spot move
near-KI,M3,3,asset_1,1,0.005,0.50% spot,True,1.1597764999605715,3935672346,3586461459,Delta,112.28705007048318,0.8589959330391963,PV per 1% relative spot move
near-KI,M3,3,asset_1,1,0.005,0.50% spot,True,1.1597764999605715,3935672346,3586461459,Gamma,-3388.4609380706943,-0.1983012052482422,PV per squared 1% relative spot move
near-KI,M3,3,asset_1,1,0.01,1.00% spot,True,1.1337676999974065,3935672346,3586461459,Delta,106.37070482044881,0.8137358918764334,PV per 1% relative spot move
near-KI,M3,3,asset_1,1,0.01,1.00% spot,True,1.1337676999974065,3935672346,3586461459,Gamma,-2199.044488968603,-0.1286935811056651,PV per squared 1% relative spot move
near-KI,M3,3,asset_2,2,0.001,0.10% spot,False,1.188891199999489,3935672346,3586461459,Delta,3.524292659136563,0.03524292659136563,PV per 1% relative spot move
near-KI,M3,3,asset_2,2,0.001,0.10% spot,False,1.188891199999489,3935672346,3586461459,Gamma,-83.80622679737826,-0.008380622679737826,PV per squared 1% relative spot move
near-KI,M3,3,asset_2,2,0.0025,0.25% spot,False,1.208406499994453,3935672346,3586461459,Delta,3.511287796010265,0.03511287796010265,PV per 1% relative spot move
near-KI,M3,3,asset_2,2,0.0025,0.25% spot,False,1.208406499994453,3935672346,3586461459,Gamma,-24.117247235153627,-0.0024117247235153627,PV per squared 1% relative spot move
near-KI,M3,3,asset_2,2,0.005,0.50% spot,False,1.2216895999736153,3935672346,3586461459,Delta,3.515138683341945,0.03515138683341945,PV per 1% relative spot move
near-KI,M3,3,asset_2,2,0.005,0.50% spot,False,1.2216895999736153,3935672346,3586461459,Gamma,-26.259013700951073,-0.0026259013700951073,PV per squared 1% relative spot move
near-KI,M3,3,asset_2,2,0.01,1.00% spot,False,1.2249998000334017,3935672346,3586461459,Delta,6.45621930041429,0.0645621930041429,PV per 1% relative spot move
near-KI,M3,3,asset_2,2,0.01,1.00% spot,False,1.2249998000334017,3935672346,3586461459,Gamma,-630.2587186986841,-0.06302587186986841,PV per squared 1% relative spot move
near-KI,M3,3,asset_3,3,0.001,0.10% spot,False,1.1945996000431478,3935672346,3586461459,Delta,3.316991406805414,0.03316991406805414,PV per 1% relative spot move
near-KI,M3,3,asset_3,3,0.001,0.10% spot,False,1.1945996000431478,3935672346,3586461459,Gamma,-94.99021527403784,-0.009499021527403784,PV per squared 1% relative spot move
near-KI,M3,3,asset_3,3,0.0025,0.25% spot,False,1.2040739999501966,3935672346,3586461459,Delta,3.2863914963797924,0.032863914963797924,PV per 1% relative spot move
near-KI,M3,3,asset_3,3,0.0025,0.25% spot,False,1.2040739999501966,3935672346,3586461459,Gamma,-79.968757199822,-0.0079968757199822,PV per squared 1% relative spot move
near-KI,M3,3,asset_3,3,0.005,0.50% spot,False,1.1777521999902092,3935672346,3586461459,Delta,3.2873011922291084,0.032873011922291084,PV per 1% relative spot move
near-KI,M3,3,asset_3,3,0.005,0.50% spot,False,1.1777521999902092,3935672346,3586461459,Gamma,-58.60364962984477,-0.005860364962984477,PV per squared 1% relative spot move
near-KI,M3,3,asset_3,3,0.01,1.00% spot,False,1.1924493999686092,3935672346,3586461459,Delta,5.117360500145196,0.05117360500145196,PV per 1% relative spot move
near-KI,M3,3,asset_3,3,0.01,1.00% spot,False,1.1924493999686092,3935672346,3586461459,Gamma,-325.37318159398865,-0.032537318159398865,PV per squared 1% relative spot move
near-KI,M3,3,parallel,0,0.001,0.10% parallel spot,False,1.1748906000284478,3935672346,3586461459,Parallel Gamma,-37276.97238433336,-3.7276972384333367,PV per squared 1% parallel relative spot move
near-KI,M3,3,parallel,0,0.0025,0.25% parallel spot,False,1.1809124000137672,3935672346,3586461459,Parallel Gamma,-1977.7051203254814,-0.19777051203254814,PV per squared 1% parallel relative spot move
near-KI,M3,3,parallel,0,0.005,0.50% parallel spot,False,1.164435799990315,3935672346,3586461459,Parallel Gamma,-1953.8178357618108,-0.19538178357618108,PV per squared 1% parallel relative spot move
near-KI,M3,3,parallel,0,0.01,1.00% parallel spot,False,1.208941799995955,3935672346,3586461459,Parallel Gamma,-1743.3584832215843,-0.17433584832215843,PV per squared 1% parallel relative spot move
near-KI,M3,3,asset_1,1,0.0025,0.25 vol points,True,1.2091688999789767,3935672346,3586461459,Vega,-46.55666503528266,-0.4655666503528266,PV per 1 volatility point
near-KI,M3,3,asset_1,1,0.005,0.50 vol points,True,1.1883866999996826,3935672346,3586461459,Vega,-39.92853709448667,-0.3992853709448667,PV per 1 volatility point
near-KI,M3,3,asset_1,1,0.01,1.00 vol points,True,1.1743017000262626,3935672346,3586461459,Vega,-35.353280380306984,-0.35353280380306984,PV per 1 volatility point
near-KI,M3,3,asset_2,2,0.0025,0.25 vol points,False,1.2007635000045411,3935672346,3586461459,Vega,-9.364545103170485,-0.09364545103170485,PV per 1 volatility point
near-KI,M3,3,asset_2,2,0.005,0.50 vol points,False,1.1654131000395864,3935672346,3586461459,Vega,-12.548911833388843,-0.12548911833388843,PV per 1 volatility point
near-KI,M3,3,asset_2,2,0.01,1.00 vol points,False,1.1792353999917395,3935672346,3586461459,Vega,-12.176201543925913,-0.12176201543925913,PV per 1 volatility point
near-KI,M3,3,asset_3,3,0.0025,0.25 vol points,False,1.19445240002824,3935672346,3586461459,Vega,-7.2724121863700475,-0.07272412186370047,PV per 1 volatility point
near-KI,M3,3,asset_3,3,0.005,0.50 vol points,False,1.189962599950377,3935672346,3586461459,Vega,-10.976160190639916,-0.10976160190639916,PV per 1 volatility point
near-KI,M3,3,asset_3,3,0.01,1.00 vol points,False,1.1729613000061363,3935672346,3586461459,Vega,-10.751939246443953,-0.10751939246443953,PV per 1 volatility point
near-KI,M3,3,parallel,0,0.0025,0.25 parallel vol points,False,1.2321063000126742,3935672346,3586461459,Parallel Vega,-63.01294983726393,-0.6301294983726393,PV per 1 parallel volatility point
near-KI,M3,3,parallel,0,0.005,0.50 parallel vol points,False,1.208328899985645,3935672346,3586461459,Parallel Vega,-62.404385111048555,-0.6240438511104855,PV per 1 parallel volatility point
near-KI,M3,3,parallel,0,0.01,1.00 parallel vol points,False,1.1918120000045747,3935672346,3586461459,Parallel Vega,-58.23857821207454,-0.5823857821207454,PV per 1 parallel volatility point
