scenario,method,replication,asset,asset_index,bump,bump_label,active_asset,runtime_seconds,pricing_seed,bridge_bank_seed,greek,estimate_raw,estimate_reported,reported_unit
near-autocall,M0,0,asset_1,1,0.001,0.10% spot,False,0.12267069995868951,3687991476,108305647,Delta,-7.097635293526903,-0.0712602583470101,PV per 1% relative spot move
near-autocall,M0,0,asset_1,1,0.001,0.10% spot,False,0.12267069995868951,3687991476,108305647,Gamma,12784.907687876614,1.2887391507902635,PV per squared 1% relative spot move
near-autocall,M0,0,asset_1,1,0.0025,0.25% spot,False,0.10670929995831102,3687991476,108305647,Delta,-0.018606340429428145,-0.0001868076579114586,PV per 1% relative spot move
near-autocall,M0,0,asset_1,1,0.0025,0.25% spot,False,0.10670929995831102,3687991476,108305647,Gamma,14492.526456788344,1.460869854886596,PV per squared 1% relative spot move
near-autocall,M0,0,asset_1,1,0.005,0.50% spot,False,0.10791299998527393,3687991476,108305647,Delta,11.45792859015322,0.11503760304513833,PV per 1% relative spot move
near-autocall,M0,0,asset_1,1,0.005,0.50% spot,False,0.10791299998527393,3687991476,108305647,Gamma,-1512.239253324659,-0.15243613631793096,PV per squared 1% relative spot move
near-autocall,M0,0,asset_1,1,0.01,1.00% spot,False,0.11197969998465851,3687991476,108305647,Delta,27.507900913826994,0.276179325174823,PV per 1% relative spot move
near-autocall,M0,0,asset_1,1,0.01,1.00% spot,False,0.11197969998465851,3687991476,108305647,Gamma,-3165.7879269718223,-0.31911648829944284,PV per squared 1% relative spot move
near-autocall,M0,0,asset_2,2,0.001,0.10% spot,False,0.11761310003930703,3687991476,108305647,Delta,120.23603021493113,1.2035626624514604,PV per 1% relative spot move
near-autocall,M0,0,asset_2,2,0.001,0.10% spot,False,0.11761310003930703,3687991476,108305647,Gamma,59316.96413993574,5.943565738517974,PV per squared 1% relative spot move
near-autocall,M0,0,asset_2,2,0.0025,0.25% spot,False,0.10168750007869676,3687991476,108305647,Delta,115.03575724031056,1.1515079299755084,PV per 1% relative spot move
near-autocall,M0,0,asset_2,2,0.0025,0.25% spot,False,0.10168750007869676,3687991476,108305647,Gamma,-19236.21400727439,-1.927470567150294,PV per squared 1% relative spot move
near-autocall,M0,0,asset_2,2,0.005,0.50% spot,False,0.10811919998377562,3687991476,108305647,Delta,78.90553646317672,0.7898444199963989,PV per 1% relative spot move
near-autocall,M0,0,asset_2,2,0.005,0.50% spot,False,0.10811919998377562,3687991476,108305647,Gamma,-8568.464144693051,-0.858560964144658,PV per squared 1% relative spot move
near-autocall,M0,0,asset_2,2,0.01,1.00% spot,False,0.10196599998744205,3687991476,108305647,Delta,64.02124483796587,0.6408526608280383,PV per 1% relative spot move
near-autocall,M0,0,asset_2,2,0.01,1.00% spot,False,0.10196599998744205,3687991476,108305647,Gamma,-4039.7181309147345,-0.40478016068946937,PV per squared 1% relative spot move
near-autocall,M0,0,asset_3,3,0.001,0.10% spot,True,0.10116240003844723,3687991476,108305647,Delta,144.37682885108256,1.440880751933804,PV per 1% relative spot move
near-autocall,M0,0,asset_3,3,0.001,0.10% spot,True,0.10116240003844723,3687991476,108305647,Gamma,173088.3331009344,17.239667212186305,PV per squared 1% relative spot move
near-autocall,M0,0,asset_3,3,0.0025,0.25% spot,True,0.09899759996915236,3687991476,108305647,Delta,108.66984654924606,1.0845250685614756,PV per 1% relative spot move
near-autocall,M0,0,asset_3,3,0.0025,0.25% spot,True,0.09899759996915236,3687991476,108305647,Gamma,-3705.198462182013,-0.3690392489127134,PV per squared 1% relative spot move
near-autocall,M0,0,asset_3,3,0.005,0.50% spot,True,0.10864399996353313,3687991476,108305647,Delta,102.94713473745142,1.0274124046797652,PV per 1% relative spot move
near-autocall,M0,0,asset_3,3,0.005,0.50% spot,True,0.10864399996353313,3687991476,108305647,Gamma,-5047.4843689672925,-0.5027314621428899,PV per squared 1% relative spot move
near-autocall,M0,0,asset_3,3,0.01,1.00% spot,True,0.12399680004455149,3687991476,108305647,Delta,105.2045822282633,1.0499417306380678,PV per 1% relative spot move
near-autocall,M0,0,asset_3,3,0.01,1.00% spot,True,0.12399680004455149,3687991476,108305647,Gamma,-379.0697381474365,-0.03775549754737994,PV per squared 1% relative spot move
near-autocall,M0,0,parallel,0,0.001,0.10% parallel spot,False,0.11114699998870492,3687991476,108305647,Parallel Gamma,239978.88671576107,23.997888671576106,PV per squared 1% parallel relative spot move
near-autocall,M0,0,parallel,0,0.0025,0.25% parallel spot,False,0.10331750003388152,3687991476,108305647,Parallel Gamma,-10003.683674287913,-1.0003683674287913,PV per squared 1% parallel relative spot move
near-autocall,M0,0,parallel,0,0.005,0.50% parallel spot,False,0.10151770000811666,3687991476,108305647,Parallel Gamma,-2483.1659075465495,-0.24831659075465495,PV per squared 1% parallel relative spot move
near-autocall,M0,0,parallel,0,0.01,1.00% parallel spot,False,0.10295219998806715,3687991476,108305647,Parallel Gamma,3525.1404890790636,0.3525140489079064,PV per squared 1% parallel relative spot move
near-autocall,M0,0,asset_1,1,0.0025,0.25 vol points,False,0.10794749995693564,3687991476,108305647,Vega,-2.3944462131311184,-0.023944462131311184,PV per 1 volatility point
near-autocall,M0,0,asset_1,1,0.005,0.50 vol points,False,0.10853450000286102,3687991476,108305647,Vega,-1.3975890091444398,-0.013975890091444398,PV per 1 volatility point
near-autocall,M0,0,asset_1,1,0.01,1.00 vol points,False,0.105286400008481,3687991476,108305647,Vega,-3.7404857103972233,-0.03740485710397223,PV per 1 volatility point
near-autocall,M0,0,asset_2,2,0.0025,0.25 vol points,False,0.10014920000685379,3687991476,108305647,Vega,-34.57406992203005,-0.3457406992203005,PV per 1 volatility point
near-autocall,M0,0,asset_2,2,0.005,0.50 vol points,False,0.10424800001783296,3687991476,108305647,Vega,-27.68850664368898,-0.2768850664368898,PV per 1 volatility point
near-autocall,M0,0,asset_2,2,0.01,1.00 vol points,False,0.11188600002788007,3687991476,108305647,Vega,-27.033199058934798,-0.270331990589348,PV per 1 volatility point
near-autocall,M0,0,asset_3,3,0.0025,0.25 vol points,True,0.11904240003786981,3687991476,108305647,Vega,-23.906029355970304,-0.23906029355970304,PV per 1 volatility point
near-autocall,M0,0,asset_3,3,0.005,0.50 vol points,True,0.10991309996461496,3687991476,108305647,Vega,-21.644492057180287,-0.21644492057180287,PV per 1 volatility point
near-autocall,M0,0,asset_3,3,0.01,1.00 vol points,True,0.1043480999651365,3687991476,108305647,Vega,-16.815472039716894,-0.16815472039716894,PV per 1 volatility point
near-autocall,M0,0,parallel,0,0.0025,0.25 parallel vol points,False,0.12272510002367198,3687991476,108305647,Parallel Vega,-60.89767252572642,-0.6089767252572642,PV per 1 parallel volatility point
near-autocall,M0,0,parallel,0,0.005,0.50 parallel vol points,False,0.11475699994480237,3687991476,108305647,Parallel Vega,-54.68378633951829,-0.5468378633951829,PV per 1 parallel volatility point
near-autocall,M0,0,parallel,0,0.01,1.00 parallel vol points,False,0.11324640002567321,3687991476,108305647,Parallel Vega,-51.191691258785,-0.51191691258785,PV per 1 parallel volatility point
near-autocall,M0,1,asset_1,1,0.001,0.10% spot,False,0.10880840005120263,3240953544,108305647,Delta,-0.6690409769815012,-0.006717171408894273,PV per 1% relative spot move
near-autocall,M0,1,asset_1,1,0.001,0.10% spot,False,0.10880840005120263,3240953544,108305647,Gamma,2204.955069284764,0.22226299891201506,PV per squared 1% relative spot move
near-autocall,M0,1,asset_1,1,0.0025,0.25% spot,False,0.106608200003393,3240953544,108305647,Delta,13.9697762146501,0.140256553195087,PV per 1% relative spot move
near-autocall,M0,1,asset_1,1,0.0025,0.25% spot,False,0.106608200003393,3240953544,108305647,Gamma,7149.248034714951,0.7206556406961226,PV per squared 1% relative spot move
near-autocall,M0,1,asset_1,1,0.005,0.50% spot,False,0.11442140000872314,3240953544,108305647,Delta,15.649890003454251,0.15712489563468068,PV per 1% relative spot move
near-autocall,M0,1,asset_1,1,0.005,0.50% spot,False,0.11442140000872314,3240953544,108305647,Gamma,-1752.2447474539172,-0.17662907413495077,PV per squared 1% relative spot move
near-autocall,M0,1,asset_1,1,0.01,1.00% spot,False,0.11189170001307502,3240953544,108305647,Delta,27.90162840933721,0.28013234922974556,PV per 1% relative spot move
near-autocall,M0,1,asset_1,1,0.01,1.00% spot,False,0.11189170001307502,3240953544,108305647,Gamma,-4435.6713905403585,-0.44712277324069305,PV per squared 1% relative spot move
near-autocall,M0,1,asset_2,2,0.001,0.10% spot,False,0.11261539999395609,3240953544,108305647,Delta,22.443738618658717,0.22466182357277373,PV per 1% relative spot move
near-autocall,M0,1,asset_2,2,0.001,0.10% spot,False,0.11261539999395609,3240953544,108305647,Gamma,10205.062993581867,1.022548332463202,PV per squared 1% relative spot move
near-autocall,M0,1,asset_2,2,0.0025,0.25% spot,False,0.11162109998986125,3240953544,108305647,Delta,29.369126005065425,0.29398495131070485,PV per 1% relative spot move
near-autocall,M0,1,asset_2,2,0.0025,0.25% spot,False,0.11162109998986125,3240953544,108305647,Gamma,-2880.82586609673,-0.28865903986547886,PV per squared 1% relative spot move
near-autocall,M0,1,asset_2,2,0.005,0.50% spot,False,0.11856800003442913,3240953544,108305647,Delta,43.20944381987431,0.4325265326369418,PV per 1% relative spot move
near-autocall,M0,1,asset_2,2,0.005,0.50% spot,False,0.11856800003442913,3240953544,108305647,Gamma,-5036.771159079045,-0.5046849738168361,PV per squared 1% relative spot move
near-autocall,M0,1,asset_2,2,0.01,1.00% spot,False,0.10955870000179857,3240953544,108305647,Delta,35.73735026086035,0.3577308761112121,PV per 1% relative spot move
near-autocall,M0,1,asset_2,2,0.01,1.00% spot,False,0.10955870000179857,3240953544,108305647,Gamma,-1719.8385436379228,-0.1723279940563742,PV per squared 1% relative spot move
near-autocall,M0,1,asset_3,3,0.001,0.10% spot,True,0.10906549997162074,3240953544,108305647,Delta,118.49597431597584,1.182589823673439,PV per 1% relative spot move
near-autocall,M0,1,asset_3,3,0.001,0.10% spot,True,0.10906549997162074,3240953544,108305647,Gamma,71883.48347477966,7.159623707481443,PV per squared 1% relative spot move
near-autocall,M0,1,asset_3,3,0.0025,0.25% spot,True,0.11378280003555119,3240953544,108305647,Delta,83.0943639356973,0.829281752078259,PV per 1% relative spot move
near-autocall,M0,1,asset_3,3,0.0025,0.25% spot,True,0.11378280003555119,3240953544,108305647,Gamma,-3541.6149229727102,-0.35274626297405115,PV per squared 1% relative spot move
near-autocall,M0,1,asset_3,3,0.005,0.50% spot,True,0.11493879999034107,3240953544,108305647,Delta,75.02419837499684,0.7487414997824685,PV per 1% relative spot move
near-autocall,M0,1,asset_3,3,0.005,0.50% spot,True,0.11493879999034107,3240953544,108305647,Gamma,-11755.361621252243,-1.1708387196213719,PV per squared 1% relative spot move
near-autocall,M0,1,asset_3,3,0.01,1.00% spot,True,0.11270040000090376,3240953544,108305647,Delta,60.487651061844005,0.6036667575972031,PV per 1% relative spot move
near-autocall,M0,1,asset_3,3,0.01,1.00% spot,True,0.11270040000090376,3240953544,108305647,Gamma,-4111.984706487756,-0.4095553215600631,PV per squared 1% relative spot move
near-autocall,M0,1,parallel,0,0.001,0.10% parallel spot,False,0.10988589999033138,3240953544,108305647,Parallel Gamma,83502.40940610832,8.350240940610831,PV per squared 1% parallel relative spot move
near-autocall,M0,1,parallel,0,0.0025,0.25% parallel spot,False,0.11883990000933409,3240953544,108305647,Parallel Gamma,2164.55842967207,0.216455842967207,PV per squared 1% parallel relative spot move
near-autocall,M0,1,parallel,0,0.005,0.50% parallel spot,False,0.11558340000919998,3240953544,108305647,Parallel Gamma,-8174.421839556771,-0.8174421839556771,PV per squared 1% parallel relative spot move
near-autocall,M0,1,parallel,0,0.01,1.00% parallel spot,False,0.11163409997243434,3240953544,108305647,Parallel Gamma,-1471.9481281150593,-0.14719481281150593,PV per squared 1% parallel relative spot move
near-autocall,M0,1,asset_1,1,0.0025,0.25 vol points,False,0.1030019999598153,3240953544,108305647,Vega,-9.616799023021372,-0.09616799023021372,PV per 1 volatility point
near-autocall,M0,1,asset_1,1,0.005,0.50 vol points,False,0.11319229996297508,3240953544,108305647,Vega,-5.163118118981913,-0.05163118118981913,PV per 1 volatility point
near-autocall,M0,1,asset_1,1,0.01,1.00 vol points,False,0.11041970003861934,3240953544,108305647,Vega,-2.7805011593180495,-0.027805011593180495,PV per 1 volatility point
near-autocall,M0,1,asset_2,2,0.0025,0.25 vol points,False,0.12056359997950494,3240953544,108305647,Vega,-25.15113481921105,-0.2515113481921105,PV per 1 volatility point
near-autocall,M0,1,asset_2,2,0.005,0.50 vol points,False,0.12286109995329753,3240953544,108305647,Vega,-21.52112934088848,-0.21521129340888479,PV per 1 volatility point
near-autocall,M0,1,asset_2,2,0.01,1.00 vol points,False,0.14003220002632588,3240953544,108305647,Vega,-25.95454255116465,-0.2595454255116465,PV per 1 volatility point
near-autocall,M0,1,asset_3,3,0.0025,0.25 vol points,True,0.11132899997755885,3240953544,108305647,Vega,-24.296026621397004,-0.24296026621397004,PV per 1 volatility point
near-autocall,M0,1,asset_3,3,0.005,0.50 vol points,True,0.11431629996513948,3240953544,108305647,Vega,-18.011059058433432,-0.18011059058433432,PV per 1 volatility point
near-autocall,M0,1,asset_3,3,0.01,1.00 vol points,True,0.10747270000865683,3240953544,108305647,Vega,-20.95810387300503,-0.2095810387300503,PV per 1 volatility point
near-autocall,M0,1,parallel,0,0.0025,0.25 parallel vol points,False,0.11173539992887527,3240953544,108305647,Parallel Vega,-50.17982330808479,-0.5017982330808479,PV per 1 parallel volatility point
near-autocall,M0,1,parallel,0,0.005,0.50 parallel vol points,False,0.11728629999561235,3240953544,108305647,Parallel Vega,-40.746504649708015,-0.40746504649708015,PV per 1 parallel volatility point
near-autocall,M0,1,parallel,0,0.01,1.00 parallel vol points,False,0.1213997999439016,3240953544,108305647,Parallel Vega,-48.527700764100956,-0.48527700764100956,PV per 1 parallel volatility point
near-autocall,M0,2,asset_1,1,0.001,0.10% spot,False,0.11674490000586957,3016487114,108305647,Delta,5.995968165220754,0.060199520378816374,PV per 1% relative spot move
near-autocall,M0,2,asset_1,1,0.001,0.10% spot,False,0.11674490000586957,3016487114,108305647,Gamma,-11614.739512274207,-1.1707843264204598,PV per squared 1% relative spot move
near-autocall,M0,2,asset_1,1,0.0025,0.25% spot,False,0.11358730000210926,3016487114,108305647,Delta,17.82844616660197,0.1789975995126838,PV per 1% relative spot move
near-autocall,M0,2,asset_1,1,0.0025,0.25% spot,False,0.11358730000210926,3016487114,108305647,Gamma,-15478.09146111124,-1.5602163842263508,PV per squared 1% relative spot move
near-autocall,M0,2,asset_1,1,0.005,0.50% spot,False,0.10592790000373498,3016487114,108305647,Delta,8.415003194681347,0.08448663207460072,PV per 1% relative spot move
near-autocall,M0,2,asset_1,1,0.005,0.50% spot,False,0.10592790000373498,3016487114,108305647,Gamma,-1145.6445482011572,-0.11548280348995377,PV per squared 1% relative spot move
near-autocall,M0,2,asset_1,1,0.01,1.00% spot,False,0.10767430003033951,3016487114,108305647,Delta,19.319960090715895,0.19397239931078758,PV per 1% relative spot move
near-autocall,M0,2,asset_1,1,0.01,1.00% spot,False,0.10767430003033951,3016487114,108305647,Gamma,-3280.3900271589887,-0.33066856336166955,PV per squared 1% relative spot move
near-autocall,M0,2,asset_2,2,0.001,0.10% spot,False,0.11351360002299771,3016487114,108305647,Delta,66.38587191682993,0.6645225778874675,PV per 1% relative spot move
near-autocall,M0,2,asset_2,2,0.001,0.10% spot,False,0.11351360002299771,3016487114,108305647,Gamma,74282.42463637669,7.443106376807405,PV per squared 1% relative spot move
near-autocall,M0,2,asset_2,2,0.0025,0.25% spot,False,0.1291394000290893,3016487114,108305647,Delta,36.44046591347234,0.36476906379385804,PV per 1% relative spot move
near-autocall,M0,2,asset_2,2,0.0025,0.25% spot,False,0.1291394000290893,3016487114,108305647,Gamma,10322.061138789948,1.0342715583128663,PV per squared 1% relative spot move
near-autocall,M0,2,asset_2,2,0.005,0.50% spot,False,0.13601260003633797,3016487114,108305647,Delta,37.913492516825926,0.3795140600934275,PV per 1% relative spot move
near-autocall,M0,2,asset_2,2,0.005,0.50% spot,False,0.13601260003633797,3016487114,108305647,Gamma,4151.570537720576,0.41598778303665535,PV per squared 1% relative spot move
near-autocall,M0,2,asset_2,2,0.01,1.00% spot,False,0.11524199997074902,3016487114,108305647,Delta,50.582705005196615,0.506332877102018,PV per 1% relative spot move
near-autocall,M0,2,asset_2,2,0.01,1.00% spot,False,0.11524199997074902,3016487114,108305647,Gamma,-791.3201513134127,-0.07929035829361906,PV per squared 1% relative spot move
near-autocall,M0,2,asset_3,3,0.001,0.10% spot,True,0.11081169993849471,3016487114,108305647,Delta,74.03146888696322,0.738834059491893,PV per 1% relative spot move
near-autocall,M0,2,asset_3,3,0.001,0.10% spot,True,0.11081169993849471,3016487114,108305647,Gamma,-89290.22528257947,-8.893342154235029,PV per squared 1% relative spot move
near-autocall,M0,2,asset_3,3,0.0025,0.25% spot,True,0.10502649995032698,3016487114,108305647,Delta,91.52154183791302,0.913384987542372,PV per 1% relative spot move
near-autocall,M0,2,asset_3,3,0.0025,0.25% spot,True,0.10502649995032698,3016487114,108305647,Gamma,12429.303297667277,1.23796358016898,PV per squared 1% relative spot move
near-autocall,M0,2,asset_3,3,0.005,0.50% spot,True,0.1131298000109382,3016487114,108305647,Delta,81.37293398396831,0.8121018811600037,PV per 1% relative spot move
near-autocall,M0,2,asset_3,3,0.005,0.50% spot,True,0.1131298000109382,3016487114,108305647,Gamma,1315.1278418872616,0.13098725910310802,PV per squared 1% relative spot move
near-autocall,M0,2,asset_3,3,0.01,1.00% spot,True,0.10473580000689253,3016487114,108305647,Delta,72.13010981284502,0.7198584959321933,PV per 1% relative spot move
near-autocall,M0,2,asset_3,3,0.01,1.00% spot,True,0.10473580000689253,3016487114,108305647,Gamma,-1161.4564493789076,-0.11568152694071894,PV per squared 1% relative spot move
near-autocall,M0,2,parallel,0,0.001,0.10% parallel spot,False,0.10935220000101253,3016487114,108305647,Parallel Gamma,-7754.215382263396,-0.7754215382263396,PV per squared 1% parallel relative spot move
near-autocall,M0,2,parallel,0,0.0025,0.25% parallel spot,False,0.10807749995728955,3016487114,108305647,Parallel Gamma,28219.915611377928,2.821991561137793,PV per squared 1% parallel relative spot move
near-autocall,M0,2,parallel,0,0.005,0.50% parallel spot,False,0.11142189998645335,3016487114,108305647,Parallel Gamma,10915.74590485152,1.091574590485152,PV per squared 1% parallel relative spot move
near-autocall,M0,2,parallel,0,0.01,1.00% parallel spot,False,0.10912849998567253,3016487114,108305647,Parallel Gamma,4754.632647022845,0.4754632647022845,PV per squared 1% parallel relative spot move
near-autocall,M0,2,asset_1,1,0.0025,0.25 vol points,False,0.11223770002834499,3016487114,108305647,Vega,-6.39288574105592,-0.0639288574105592,PV per 1 volatility point
near-autocall,M0,2,asset_1,1,0.005,0.50 vol points,False,0.10602869995636865,3016487114,108305647,Vega,-2.207156322626247,-0.02207156322626247,PV per 1 volatility point
near-autocall,M0,2,asset_1,1,0.01,1.00 vol points,False,0.11608949996298179,3016487114,108305647,Vega,-1.182935900686033,-0.01182935900686033,PV per 1 volatility point
near-autocall,M0,2,asset_2,2,0.0025,0.25 vol points,False,0.1059553999803029,3016487114,108305647,Vega,-26.615474462650468,-0.2661547446265047,PV per 1 volatility point
near-autocall,M0,2,asset_2,2,0.005,0.50 vol points,False,0.10838069999590516,3016487114,108305647,Vega,-28.13309690336183,-0.2813309690336183,PV per 1 volatility point
near-autocall,M0,2,asset_2,2,0.01,1.00 vol points,False,0.1098218000261113,3016487114,108305647,Vega,-27.38224431031142,-0.2738224431031142,PV per 1 volatility point
near-autocall,M0,2,asset_3,3,0.0025,0.25 vol points,True,0.10778119997121394,3016487114,108305647,Vega,-11.155484049606912,-0.11155484049606912,PV per 1 volatility point
near-autocall,M0,2,asset_3,3,0.005,0.50 vol points,True,0.114320199994836,3016487114,108305647,Vega,-10.572662550180212,-0.10572662550180212,PV per 1 volatility point
near-autocall,M0,2,asset_3,3,0.01,1.00 vol points,True,0.11006010003620759,3016487114,108305647,Vega,-13.721991390703181,-0.1372199139070318,PV per 1 volatility point
near-autocall,M0,2,parallel,0,0.0025,0.25 parallel vol points,False,0.10833489999640733,3016487114,108305647,Parallel Vega,-44.17316650757073,-0.44173166507570727,PV per 1 parallel volatility point
near-autocall,M0,2,parallel,0,0.005,0.50 parallel vol points,False,0.1063336999504827,3016487114,108305647,Parallel Vega,-44.2436489946374,-0.44243648994637397,PV per 1 parallel volatility point
near-autocall,M0,2,parallel,0,0.01,1.00 parallel vol points,False,0.10429789999034256,3016487114,108305647,Parallel Vega,-44.34702660711736,-0.44347026607117357,PV per 1 parallel volatility point
near-autocall,M0,3,asset_1,1,0.001,0.10% spot,False,0.10994140000548214,147619141,108305647,Delta,72.8288303379438,0.7312014565929558,PV per 1% relative spot move
near-autocall,M0,3,asset_1,1,0.001,0.10% spot,False,0.10994140000548214,147619141,108305647,Gamma,-147598.07201806747,-14.878121816336431,PV per squared 1% relative spot move
near-autocall,M0,3,asset_1,1,0.0025,0.25% spot,False,0.10426310001639649,147619141,108305647,Delta,26.668537429652606,0.26775211579371216,PV per 1% relative spot move
near-autocall,M0,3,asset_1,1,0.0025,0.25% spot,False,0.10426310001639649,147619141,108305647,Gamma,-21199.7404868744,-2.136967760661719,PV per squared 1% relative spot move
near-autocall,M0,3,asset_1,1,0.005,0.50% spot,False,0.10746989998733625,147619141,108305647,Delta,21.15126729114287,0.2123587236030744,PV per 1% relative spot move
near-autocall,M0,3,asset_1,1,0.005,0.50% spot,False,0.10746989998733625,147619141,108305647,Gamma,-8401.75465040205,-0.8469103115679673,PV per squared 1% relative spot move
near-autocall,M0,3,asset_1,1,0.01,1.00% spot,False,0.10557329998118803,147619141,108305647,Delta,32.16416127313305,0.3229281791822558,PV per 1% relative spot move
near-autocall,M0,3,asset_1,1,0.01,1.00% spot,False,0.10557329998118803,147619141,108305647,Gamma,-6395.998578767547,-0.6447268903374948,PV per squared 1% relative spot move
near-autocall,M0,3,asset_2,2,0.001,0.10% spot,False,0.1042110999696888,147619141,108305647,Delta,32.599745913807034,0.3263234565972084,PV per 1% relative spot move
near-autocall,M0,3,asset_2,2,0.001,0.10% spot,False,0.1042110999696888,147619141,108305647,Gamma,85333.32202983668,8.550407400721836,PV per squared 1% relative spot move
near-autocall,M0,3,asset_2,2,0.0025,0.25% spot,False,0.10090279998257756,147619141,108305647,Delta,76.37296093299732,0.764493338939303,PV per 1% relative spot move
near-autocall,M0,3,asset_2,2,0.0025,0.25% spot,False,0.10090279998257756,147619141,108305647,Gamma,7567.469988642223,0.7582612496089495,PV per squared 1% relative spot move
near-autocall,M0,3,asset_2,2,0.005,0.50% spot,False,0.10306429996853694,147619141,108305647,Delta,77.0070134719107,0.770840204853826,PV per 1% relative spot move
near-autocall,M0,3,asset_2,2,0.005,0.50% spot,False,0.10306429996853694,147619141,108305647,Gamma,-4879.2536285617025,-0.4889017015072454,PV per squared 1% relative spot move
near-autocall,M0,3,asset_2,2,0.01,1.00% spot,False,0.1015680999844335,147619141,108305647,Delta,81.9248343715715,0.8200675920594307,PV per 1% relative spot move
near-autocall,M0,3,asset_2,2,0.01,1.00% spot,False,0.1015680999844335,147619141,108305647,Gamma,-6556.796286001403,-0.656991643536969,PV per squared 1% relative spot move
near-autocall,M0,3,asset_3,3,0.001,0.10% spot,True,0.10378229996422306,147619141,108305647,Delta,6.99742605383262,0.06983431201724954,PV per 1% relative spot move
near-autocall,M0,3,asset_3,3,0.001,0.10% spot,True,0.10378229996422306,147619141,108305647,Gamma,-47825.37557095934,-4.763426537017779,PV per squared 1% relative spot move
near-autocall,M0,3,asset_3,3,0.0025,0.25% spot,True,0.10586779995355755,147619141,108305647,Delta,78.96989600529687,0.7881195621328628,PV per 1% relative spot move
near-autocall,M0,3,asset_3,3,0.0025,0.25% spot,True,0.10586779995355755,147619141,108305647,Gamma,9090.199065592407,0.9053874630126301,PV per squared 1% relative spot move
near-autocall,M0,3,asset_3,3,0.005,0.50% spot,True,0.11258509999606758,147619141,108305647,Delta,82.2183446401964,0.8205390795091602,PV per 1% relative spot move
near-autocall,M0,3,asset_3,3,0.005,0.50% spot,True,0.11258509999606758,147619141,108305647,Gamma,-9812.263654171902,-0.9773053848609831,PV per squared 1% relative spot move
near-autocall,M0,3,asset_3,3,0.01,1.00% spot,True,0.10477490001358092,147619141,108305647,Delta,84.78685156062792,0.8461727785750667,PV per 1% relative spot move
near-autocall,M0,3,asset_3,3,0.01,1.00% spot,True,0.10477490001358092,147619141,108305647,Gamma,-5754.328960407034,-0.5731334661881248,PV per squared 1% relative spot move
near-autocall,M0,3,parallel,0,0.001,0.10% parallel spot,False,0.11097069998504594,147619141,108305647,Parallel Gamma,-20577.318833915117,-2.057731883391512,PV per squared 1% parallel relative spot move
near-autocall,M0,3,parallel,0,0.0025,0.25% parallel spot,False,0.11287650000303984,147619141,108305647,Parallel Gamma,29139.391112237263,2.9139391112237263,PV per squared 1% parallel relative spot move
near-autocall,M0,3,parallel,0,0.005,0.50% parallel spot,False,0.11072330002207309,147619141,108305647,Parallel Gamma,-6246.810145430004,-0.6246810145430004,PV per squared 1% parallel relative spot move
near-autocall,M0,3,parallel,0,0.01,1.00% parallel spot,False,0.10481719998642802,147619141,108305647,Parallel Gamma,1125.1165973901323,0.11251165973901323,PV per squared 1% parallel relative spot move
near-autocall,M0,3,asset_1,1,0.0025,0.25 vol points,False,0.10780770005658269,147619141,108305647,Vega,-0.2344635748414703,-0.002344635748414703,PV per 1 volatility point
near-autocall,M0,3,asset_1,1,0.005,0.50 vol points,False,0.10828739998396486,147619141,108305647,Vega,-0.6722065552608569,-0.006722065552608569,PV per 1 volatility point
near-autocall,M0,3,asset_1,1,0.01,1.00 vol points,False,0.11053559998981655,147619141,108305647,Vega,-1.3615970410860712,-0.013615970410860712,PV per 1 volatility point
near-autocall,M0,3,asset_2,2,0.0025,0.25 vol points,False,0.10746029997244477,147619141,108305647,Vega,-15.355767964030065,-0.15355767964030065,PV per 1 volatility point
near-autocall,M0,3,asset_2,2,0.005,0.50 vol points,False,0.10042589996010065,147619141,108305647,Vega,-18.585225218599533,-0.18585225218599533,PV per 1 volatility point
near-autocall,M0,3,asset_2,2,0.01,1.00 vol points,False,0.10387939994689077,147619141,108305647,Vega,-20.15965882974271,-0.2015965882974271,PV per 1 volatility point
near-autocall,M0,3,asset_3,3,0.0025,0.25 vol points,True,0.10362770000938326,147619141,108305647,Vega,-14.663496098231121,-0.1466349609823112,PV per 1 volatility point
near-autocall,M0,3,asset_3,3,0.005,0.50 vol points,True,0.11015970003791153,147619141,108305647,Vega,-11.68384103886524,-0.11683841038865239,PV per 1 volatility point
near-autocall,M0,3,asset_3,3,0.01,1.00 vol points,True,0.1129122000420466,147619141,108305647,Vega,-13.18648290831348,-0.1318648290831348,PV per 1 volatility point
near-autocall,M0,3,parallel,0,0.0025,0.25 parallel vol points,False,0.10868190001929179,147619141,108305647,Parallel Vega,-30.317520024826194,-0.30317520024826194,PV per 1 parallel volatility point
near-autocall,M0,3,parallel,0,0.005,0.50 parallel vol points,False,0.10340129997348413,147619141,108305647,Parallel Vega,-31.388014599593816,-0.31388014599593816,PV per 1 parallel volatility point
near-autocall,M0,3,parallel,0,0.01,1.00 parallel vol points,False,0.106482999981381,147619141,108305647,Parallel Vega,-34.50177909959322,-0.3450177909959322,PV per 1 parallel volatility point
near-autocall,M3,0,asset_1,1,0.001,0.10% spot,False,0.5560524999746121,298356628,2187836212,Delta,11.353456112638717,0.11398869937089273,PV per 1% relative spot move
near-autocall,M3,0,asset_1,1,0.001,0.10% spot,False,0.5560524999746121,298356628,2187836212,Gamma,-19742.30551244323,-1.9900559833430973,PV per squared 1% relative spot move
