scenario,method,replication,greek,asset,bump,direction,total_value,runtime_seconds,pricing_seed,bridge_bank_seed
near-KI,M3,0,Spot,asset_1,0.01,minus,82.90072382052202,0.5714982000063173,2847378271,3586461459
near-KI,M3,0,Spot,asset_1,0.01,plus,84.49957313956418,0.5536239999928512,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.001,minus,83.70004135948331,0.5209511999855749,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.001,plus,83.71270415476967,0.4953506999881938,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.0025,minus,83.69329114115898,0.5430119999800809,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.0025,plus,83.71880523939474,0.5241098999977112,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.005,minus,83.6817331735199,0.5123473000130616,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.005,plus,83.72896549784873,0.538208800018765,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.01,minus,83.6540541453532,0.5562995999935083,2847378271,3586461459
near-KI,M3,0,Spot,asset_2,0.01,plus,83.74925530584096,0.5939875000040047,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.001,minus,83.7002836217824,0.5146893999772146,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.001,plus,83.70862575432118,0.5163571000448428,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.0025,minus,83.69361881741224,0.5263736000051722,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.0025,plus,83.71454429963886,0.5020806999527849,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.005,minus,83.68251179401632,0.5001971999881789,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.005,plus,83.72434130295973,0.523942600004375,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.01,minus,83.66026817425106,0.5440034999628551,2847378271,3586461459
near-KI,M3,0,Spot,asset_3,0.01,plus,83.75029310187695,0.5424877000041306,2847378271,3586461459
near-KI,M3,0,ParallelSpot,parallel,0.001,minus,83.62447190264524,0.5205448999768123,2847378271,3586461459
near-KI,M3,0,ParallelSpot,parallel,0.001,plus,83.7847280933067,0.525304899958428,2847378271,3586461459
near-KI,M3,0,ParallelSpot,parallel,0.0025,minus,83.45543977071772,0.5296930999611504,2847378271,3586461459
