estimator,replication,bump,direction,value,path_sd,call_probability,runtime_seconds,method,smooth,n_paths,seed,probability_clipping_rate,orthogonality_error,correlation_error,minimum_final_loading,asset
AC-raw-MC,0,0.001,minus,34.660105711780204,47.58628334981862,0.3466796875,0.0008810999570414424,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.001,plus,37.73557988057197,48.46959540616883,0.37744140625,0.000991899985820055,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.0025,minus,33.02473452678775,47.027983983069966,0.330322265625,0.000868900038767606,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.0025,plus,39.66385336735411,48.91675223199614,0.396728515625,0.0012097000144422054,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.005,minus,29.217004603521765,45.47427066433919,0.292236328125,0.0009212000295519829,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.005,plus,42.934595737338995,49.49448793405247,0.429443359375,0.0011627000058069825,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.01,minus,21.406276555796648,41.01614545211965,0.214111328125,0.0016896000015549362,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,0,0.01,plus,46.40060630851701,49.86581026363693,0.464111328125,0.0011304999934509397,mc,False,4096,2159189034,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.0,base,36.27106837162351,48.07554518276271,0.36279296875,0.000986300001386553,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,
AC-raw-MC,1,0.001,minus,36.100208695579525,48.02645243407754,0.361083984375,0.000935099960770458,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.001,plus,36.393110997369206,48.110209165084896,0.364013671875,0.0008928999886848032,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.0025,minus,35.709672293193265,47.91176303571321,0.357177734375,0.0015022000297904015,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.0025,plus,36.44192804766749,48.123981085539064,0.364501953125,0.001033600012306124,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.005,minus,34.58688013633278,47.562627841709784,0.345947265625,0.0010379999876022339,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.005,plus,36.49074509796577,48.13769954787739,0.364990234375,0.0009008000488393009,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.01,minus,28.89969377658293,45.327951868964654,0.2890625,0.0008159000426530838,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.01,plus,36.51515362311491,48.14453874654056,0.365234375,0.0011386999976821244,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,1,0.001,minus,35.75848934349155,47.9262882979828,0.357666015625,0.0012866000179201365,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.001,plus,36.930098550650314,48.25876755733981,0.369384765625,0.0012604999938048422,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.0025,minus,34.464837510587074,47.522925035660904,0.3447265625,0.0009934999980032444,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.0025,plus,37.833213981168534,48.49417867324081,0.37841796875,0.0008645000052638352,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.005,minus,32.26807024716439,46.74805167716993,0.32275390625,0.0011922999983653426,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.005,plus,39.07804876377472,48.78940260093376,0.390869140625,0.0014961000415496528,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.01,minus,26.43443273651969,44.096929841996996,0.264404296875,0.001359500049147755,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.01,plus,40.73782847391631,49.13122764541825,0.407470703125,0.0007845999789424241,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
AC-raw-MC,1,0.001,minus,35.1970932650613,47.755967609684404,0.35205078125,0.0006260999944061041,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.001,plus,37.296226427887426,48.35637605624878,0.373046875,0.0009632000001147389,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.0025,minus,33.244411253130025,47.10666605626968,0.33251953125,0.0012765999999828637,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.0025,plus,39.615036317055825,48.906420497846604,0.396240234375,0.000936599972192198,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.005,minus,29.558723955609736,45.62885174356215,0.295654296875,0.0008789999992586672,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.005,plus,42.42201670920704,49.4187033236481,0.42431640625,0.0009494999540038407,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.01,minus,21.625953282138912,41.16839507857699,0.21630859375,0.0009908999782055616,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,1,0.01,plus,46.54705745941186,49.876134430749374,0.465576171875,0.0017943999846465886,mc,False,4096,4145761959,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_3
AC-raw-MC,2,0.0,base,35.46558704170185,47.83832315669683,0.354736328125,0.001292100001592189,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,
AC-raw-MC,2,0.001,minus,35.29472736565786,47.786106092183985,0.35302734375,0.0013670999906025827,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.001,plus,35.63644671774584,47.88987355506341,0.3564453125,0.0017442000098526478,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.0025,minus,34.75773981237677,47.6176305412718,0.34765625,0.0013447999954223633,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.0025,plus,35.734080818342406,47.91903243521761,0.357421875,0.0011077000526711345,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.005,minus,33.68376470581456,47.26057329206753,0.3369140625,0.001299199997447431,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.005,plus,35.78289786864069,47.933530630156085,0.35791015625,0.0010928999981842935,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.01,minus,27.825718670020724,44.81250278899,0.2783203125,0.0011966999736614525,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.01,plus,35.83171491893897,47.94797472724033,0.3583984375,0.001269900007173419,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_1
AC-raw-MC,2,0.001,minus,34.684514236929346,47.594140864637424,0.346923828125,0.0009390999912284315,mc,False,4096,1757888678,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848,asset_2
