estimator,value_mean,value_sd,call_probability_mean,runtime_seconds_mean,clipping_rate_max,orthogonality_error_max,correlation_error_max,minimum_final_loading
AC-Smooth-RQMC,36.145456010786994,0.0013683382331686961,0.36153656017574287,0.0045714687621511985,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848
AC-raw-MC,35.857648976909935,0.572879317013756,0.3586578369140625,0.0011716375047399197,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848
AC-raw-RQMC,36.139872548946876,0.13275934225898495,0.361480712890625,0.003213056257663993,0.0,6.661338147750939e-16,6.661338147750939e-16,0.9303046433167848
