Monitoring steps,Sample size,Mean_price,Replication_SD,Bias_vs_continuous,Continuous_analytic
12,1024,6.60673861936486,0.03950461673245393,1.6903290246327405,4.916409594732119
12,4096,6.61830548525346,0.007183619414677192,1.7018958905213406,4.916409594732119
12,16384,6.624770074801759,0.0036405825480641213,1.70836048006964,4.916409594732119
52,1024,5.840911574622113,0.09429717378841074,0.9245019798899934,4.916409594732119
52,4096,5.8167216110824285,0.04907633216424901,0.9003120163503091,4.916409594732119
52,16384,5.8252928516630735,0.01712651568400446,0.9088832569309542,4.916409594732119
252,1024,5.378374669414892,0.17001080823139805,0.46196507468277304,4.916409594732119
252,4096,5.412199995113457,0.05593563355732904,0.49579040038133737,4.916409594732119
252,16384,5.356946303660095,0.036599856906129005,0.4405367089279757,4.916409594732119
