Barrier ratio,Reference_price,Reference_replication_SD,Reference_SE,Continuous_analytic,Discrete_minus_continuous
0.7,8.691357578474411,0.001667615036314048,0.000416903759078512,8.690881763737867,0.00047581473654467743
0.85,8.566888458673573,0.0010583619219802234,0.00026459048049505584,8.388875902627362,0.1780125560462107
0.95,6.627356582529409,0.0006576776336500669,0.00016441940841251674,4.916409594732119,1.71094698779729
