Project-relative source,Source SHA-256,Frozen config,Underlying,Model,Product,S0,Strike,Maturity,Monitoring steps,Barrier ratios,Main sample size,Main replications,Reference sample size,Reference scrambles,Diagnostic monitoring steps,Diagnostic sample sizes,Diagnostic scrambles,Spot bumps,Volatility bumps,CRN,RQMC,Uniform clipping epsilon,Base seed,Main runtime seconds,Reference runtime seconds,Diagnostic runtime seconds
Data/Bloomberg_Real_Autocallable_Market_Data_HSBC.xlsx,CD84790399F9CDA5C5B0ED3E95D973216314CA54DD4BDBA6D9D22C399DBD49E6,config/core_project_config.json,SPX Index,Risk-neutral GBM,Monthly monitored down-and-out call,100.0,100.0,1.0,12,"0.7, 0.85, 0.95",16384,24,262144,16,"12, 52, 252","1024, 4096, 16384",8,"0.001, 0.0025, 0.005, 0.01","0.0025, 0.005, 0.01","Same uniforms across treatment, barriers and bumps within sampling replication",Independent Owen-scrambled Sobol replications,2.220446049250313e-16,20260729,93.91290789999766,30.061358999984805,13.091757200018037
