Barrier ratio,Conditioning VRF — MC,Conditioning VRF — RQMC,RQMC gain — direct,RQMC gain — conditioned,RQMC-after-conditioning interaction
0.7,0.9993307202664103,1.0182915821828222,94.01681544139264,95.80064918056739,1.0189735605359527
0.85,1.0916551551834353,2.7216695827702364,59.69065851368172,148.81828650817323,2.4931587322673368
0.95,1.6722368863544617,22.533520186047713,20.292382776381313,273.4414129037881,13.475076629347427
