run_date,gate_status,project_root,config,config_schema_version,workbook,workbook_sha256,underlying,model,product,S0,strike,absolute_barrier,maturity,risk_free_rate,dividend_yield,volatility,analytic_price,monitoring_steps,sample_sizes,price_replications,fine_grid_steps,fine_grid_sample_size,greek_monitoring_steps,greek_sample_size,greek_replications,price_runtime_seconds,greek_runtime_seconds,python,platform,numpy,pandas
2026-08-04T16:18:14.618084,PASS,<original-project-root>,config\core_project_config.json,2.0,Data\Bloomberg_Real_Autocallable_Market_Data_HSBC.xlsx,CD84790399F9CDA5C5B0ED3E95D973216314CA54DD4BDBA6D9D22C399DBD49E6,SPX Index,risk-neutral GBM,continuous lower-barrier down-and-out call,100.0,100.0,95.0,1.0,0.041397500000000004,0.010964293554919678,0.183212,4.916409594732119,"12, 24, 52, 104, 252, 504","1024, 4096, 16384, 65536",4,2016,16384,52,16384,8,105.6619989000028,8.67444329999853,3.13.5,Windows-11-10.0.26200-SP0,2.2.2,3.0.5
