method,replication,greek,bump,estimate,analytic_fd,error_vs_analytic
Bernoulli bridge,3,Vega per vol point,0.0025,0.030281300063938588,0.017063382381117265,0.013217917682821323
Bernoulli bridge,3,Vega per vol point,0.005,0.027203481938558483,0.01708216570558463,0.010121316232973854
Bernoulli bridge,3,Vega per vol point,0.01,0.040911337137009784,0.01715752906885548,0.023753808068154303
Conditional weight,3,Delta,0.001,0.934799216893829,0.9522425621447539,-0.017443345250924835
Conditional weight,3,Gamma,0.001,-0.01632974904310913,-0.009371690172343959,-0.00695805887076517
Conditional weight,3,Delta,0.0025,0.9348579840800308,0.9522568488218823,-0.017398864741851483
Conditional weight,3,Gamma,0.0025,-0.011080916226731574,-0.009372345575741292,-0.001708570650990282
Conditional weight,3,Delta,0.005,0.935592394071584,0.9523078749804235,-0.016715480908839453
Conditional weight,3,Gamma,0.005,-0.007010405454749957,-0.009374686255810616,0.0023642808010606586
Conditional weight,3,Delta,0.01,0.9404559457804942,0.9525120157151026,-0.012056069934608393
Conditional weight,3,Gamma,0.01,0.0019522953102959484,-0.009384048060720573,0.011336343371016522
Conditional weight,3,Delta,0.02,0.9554730376734195,0.9533291555456804,0.002143882127739083
Conditional weight,3,Gamma,0.02,-0.0003513774984242879,-0.009421480644813407,0.009070103146389119
Conditional weight,3,Vega per vol point,0.0025,0.024531469356272595,0.017063382381117265,0.00746808697515533
Conditional weight,3,Vega per vol point,0.005,0.02451913887096069,0.01708216570558463,0.00743697316537606
Conditional weight,3,Vega per vol point,0.01,0.0245713619417538,0.01715752906885548,0.007413832872898318
Direct,4,Delta,0.001,0.8760983970004688,0.9522425621447539,-0.07614416514428513
Direct,4,Gamma,0.001,0.8186646453646417,-0.009371690172343959,0.8280363355369856
Direct,4,Delta,0.0025,0.8906965681108563,0.9522568488218823,-0.06156028071102604
Direct,4,Gamma,0.0025,-0.08950852477165938,-0.009372345575741292,-0.08013617919591809
Direct,4,Delta,0.005,0.9052203397266263,0.9523078749804235,-0.047087535253797164
Direct,4,Gamma,0.005,0.006402969307078621,-0.009374686255810616,0.015777655562889237
Direct,4,Delta,0.01,0.8673641109729733,0.9525120157151026,-0.0851479047421293
